,rally_id,sample_id,ball_round,landing_x,landing_y,clear,defensive shot,drive,drop,lob,long service,net shot,push/rush,short service,smash
0,3070,0,5,-0.0867057591676712,0.7045431733131409,0.11337863653898239,1.7081278613773065e-08,2.9252962121972814e-05,0.29065176844596863,1.7584781630830548e-08,7.353571640500434e-10,1.3390476505392712e-09,4.907447226365491e-10,7.565439386070238e-10,0.595940351486206
1,3070,0,6,-0.24436043202877045,-0.9930705428123474,0.3131323456764221,0.12813957035541534,0.048404473811388016,0.13931573927402496,0.16721954941749573,2.8262516025279183e-06,0.12043163925409317,0.014898131601512432,1.5675902886869153e-06,0.06845401972532272
2,3070,0,7,0.9326779246330261,0.5016336441040039,0.4127756655216217,0.00460388557985425,0.007749632932245731,0.3806544542312622,0.003014763118699193,1.1487528581710649e-06,0.0006843009614385664,0.00019645022985059768,6.700922767777229e-07,0.1903189718723297
3,3070,0,8,-0.039807334542274475,-0.7556360960006714,0.3937564790248871,0.10590704530477524,0.01995254121720791,0.12899813055992126,0.19500814378261566,3.499057493172586e-05,0.0689888447523117,0.01612444967031479,1.933773273776751e-05,0.07120998203754425
4,3070,0,9,-0.10425610840320587,0.26086360216140747,0.4589760899543762,0.00684519624337554,0.01154417172074318,0.3285784423351288,0.03554632142186165,5.078706089989282e-05,0.007327949162572622,0.0033099816646426916,4.661376078729518e-05,0.14777439832687378
5,3070,0,10,-0.08610410988330841,-0.4158540964126587,0.49904000759124756,0.018755871802568436,0.005858343094587326,0.15873558819293976,0.21382582187652588,1.6854304703883827e-05,0.031866103410720825,0.009241542778909206,1.2622713256860152e-05,0.06264723837375641
6,3071,1,5,0.7454759478569031,-0.9243027567863464,0.21209417283535004,2.414336222500424e-06,0.003111393889412284,0.40621891617774963,1.107845309888944e-05,7.231050602740652e-08,4.729780016532459e-07,7.023244847914611e-07,5.322656804196413e-08,0.37856078147888184
7,3071,1,6,0.6847445368766785,0.1784629374742508,0.16508667171001434,0.2520899474620819,0.027805358171463013,0.08048425614833832,0.15176856517791748,5.1693685236386955e-05,0.14623740315437317,0.06080421060323715,2.3734359274385497e-05,0.11564821749925613
8,3071,1,7,0.21021191775798798,-0.7971763014793396,0.42815208435058594,0.03594619780778885,0.017085161060094833,0.3203313648700714,0.034457940608263016,0.00039502637810073793,0.009058126248419285,0.003713147481903434,0.0003630620485637337,0.1504979282617569
9,3071,1,8,0.24476300179958344,-0.12207971513271332,0.3399856388568878,0.009876404888927937,0.0054145697504282,0.08890826255083084,0.41269752383232117,5.32138028574991e-06,0.07208569347858429,0.0214698426425457,3.370451395312557e-06,0.04955338314175606
10,3071,1,9,-0.23220188915729523,-0.033374249935150146,0.6268708109855652,0.0006281810929067433,0.0015407245373353362,0.24487195909023285,0.011389011517167091,2.734196868914296e-06,0.0010098490165546536,0.0002717158058658242,2.2835790787212318e-06,0.11341260373592377
11,3071,1,10,0.007957324385643005,-0.19404415786266327,0.6521949172019958,0.001812614151276648,0.0010603289119899273,0.2403370887041092,0.020874161273241043,1.6587296158832032e-06,0.001978754298761487,0.0004380669561214745,1.3549096138376626e-06,0.08130118250846863
12,3073,2,5,-0.4012904167175293,-0.9448655843734741,9.549685273668729e-06,2.8568012567120604e-05,8.172740490408614e-05,2.6632517347024987e-06,0.2619175910949707,1.4067904885450844e-06,0.6066345572471619,0.13131791353225708,9.784577059690491e-07,5.123095888848184e-06
13,3073,2,6,0.4918442368507385,0.805591881275177,0.29083743691444397,0.0010350985685363412,0.055777911096811295,0.4291442930698395,0.02400592714548111,6.29388114248286e-06,0.0024421326816082,0.0032048875000327826,6.903937901370227e-06,0.19353917241096497
14,3073,2,7,-0.040038302540779114,-1.1066190004348755,0.4468840956687927,0.14186282455921173,0.11986376345157623,0.13007625937461853,0.029303593561053276,0.0009650076972320676,0.012992353178560734,0.01172905694693327,0.00042891560588032007,0.10589415580034256
15,3073,2,8,0.49841147661209106,0.6165648102760315,0.26564928889274597,0.010272353887557983,0.006350266747176647,0.44739124178886414,0.0011047318112105131,1.94151880350546e-06,0.0003771475749090314,0.00012452756345737725,1.6756981722210185e-06,0.2687268555164337
16,3073,2,9,0.02052256464958191,-0.5202819108963013,0.3774651885032654,0.030996067449450493,0.018173277378082275,0.14960768818855286,0.21239344775676727,0.00021059700520709157,0.08842343091964722,0.022534316405653954,0.00016500418132636696,0.1000310480594635
17,3073,2,10,0.2537768483161926,0.3559667468070984,0.6128588914871216,0.0013581186067312956,0.003594211069867015,0.2306973785161972,0.039315905421972275,4.169307885604212e-06,0.0036445779260247946,0.00138321693520993,3.0278747544798534e-06,0.10714051872491837
18,3075,3,5,0.11872904002666473,0.5536211133003235,0.00019152583263348788,0.9717950820922852,0.005321395583450794,7.494861347367987e-05,0.0021711199078708887,3.9397630757775914e-07,0.015393218956887722,0.004957877565175295,1.5549815657323052e-07,9.427406621398404e-05
19,3075,3,6,0.791536271572113,-0.8325667381286621,0.16334106028079987,0.026982950046658516,0.2786673605442047,0.20376655459403992,0.12760116159915924,5.316775059327483e-06,0.0839897021651268,0.03345303237438202,4.676348908105865e-06,0.08218825608491898
20,3075,3,7,1.154273509979248,0.38364773988723755,0.4804307520389557,0.021442798897624016,0.012751978822052479,0.23736193776130676,0.02271401137113571,1.2292083511056262e-06,0.00305814016610384,0.0019768180791288614,6.23850382908131e-07,0.22026176750659943
21,3075,3,8,0.4141535758972168,-0.5689050555229187,0.46837085485458374,0.010611135512590408,0.02275783196091652,0.17210590839385986,0.09469573199748993,3.426301191211678e-05,0.030527448281645775,0.011002134531736374,2.119067903549876e-05,0.18987350165843964
22,3075,3,9,0.30036401748657227,-0.20656491816043854,0.59798264503479,0.00930091179907322,0.0057884748093783855,0.2073969691991806,0.05875054746866226,2.4389080863329582e-05,0.008946808986365795,0.0032867612317204475,1.766369132383261e-05,0.10850483179092407
23,3075,3,10,-0.0017194300889968872,-0.21164341270923615,0.6658603549003601,0.0019738601986318827,0.0013706618919968605,0.20694047212600708,0.02254682593047619,2.7727751330530737e-06,0.0021993652917444706,0.0005503357388079166,2.0572369976434857e-06,0.09855327755212784
24,3077,4,5,-1.5177751779556274,0.7860303521156311,0.0001828394888434559,0.9694673418998718,0.02203892171382904,0.00018616300076246262,0.00019161321688443422,9.133529601967894e-06,0.005873676389455795,0.0018743701511994004,5.624450750474352e-06,0.00017028219008352607
25,3077,4,6,0.45896977186203003,-0.8115413784980774,0.0002722566423472017,0.27585989236831665,0.07081668078899384,0.0006908461218699813,0.09177586436271667,2.522952172512305e-06,0.32096123695373535,0.2393275946378708,3.5526775263861055e-06,0.00028962394571863115
26,3077,4,7,0.8778840899467468,0.6247327327728271,0.39396294951438904,0.03614317998290062,0.11155015975236893,0.19438371062278748,0.04291240870952606,3.094568819506094e-05,0.008722575381398201,0.008570746518671513,1.3594144547823817e-05,0.2037099003791809
27,3077,4,8,0.22853289544582367,-0.970196545124054,0.26674506068229675,0.06581756472587585,0.09111150354146957,0.1464761644601822,0.12463395297527313,0.00031880810274742544,0.06688089668750763,0.038248348981142044,0.00019618470105342567,0.19957150518894196
28,3077,4,9,0.6892102360725403,0.17686791718006134,0.4164605736732483,0.03235544636845589,0.025561165064573288,0.21304529905319214,0.09892570227384567,0.00012539816088974476,0.03171270340681076,0.014517545700073242,9.113604755839333e-05,0.16720494627952576
29,3077,4,10,0.16655634343624115,-0.6529749035835266,0.6172624826431274,0.0038900154177099466,0.004308375064283609,0.19088603556156158,0.040646765381097794,1.4601503607991617e-05,0.006185078527778387,0.0019009103998541832,9.78734897216782e-06,0.13489605486392975
30,3078,5,5,-0.8253214955329895,-0.24218584597110748,3.593550718505867e-05,0.9987485408782959,0.0010312242666259408,0.00010062207729788497,4.706637355411658e-06,1.2315852337962951e-08,6.579709588550031e-05,6.127324468252482e-06,1.2927376502602783e-08,7.014809398242505e-06
31,3078,5,6,0.236927792429924,0.6258913278579712,0.011301212012767792,0.0033361269161105156,0.023102842271327972,0.002623817650601268,0.5652886033058167,5.352089829102624e-07,0.2660553753376007,0.12575340270996094,2.3080271205344616e-07,0.002537851221859455
32,3078,5,7,-0.6070197224617004,-0.3139997720718384,0.26419129967689514,0.018838178366422653,0.21175649762153625,0.3170975148677826,0.007984945550560951,1.57348051743611e-06,0.006583531387150288,0.0016863163327798247,1.057580448105e-06,0.17185908555984497
33,3078,5,8,0.1262132078409195,-0.13866280019283295,0.2698225975036621,0.16713343560695648,0.07147618383169174,0.19079117476940155,0.0995388999581337,2.2785090550314635e-05,0.07515890896320343,0.02089937962591648,1.555836570332758e-05,0.1051410585641861
34,3078,5,9,0.4030556082725525,-0.06349566578865051,0.43642106652259827,0.022533372044563293,0.019773101434111595,0.25155967473983765,0.11322538554668427,2.0379404304549098e-05,0.022450830787420273,0.009604536928236485,1.5088895452208817e-05,0.12439657002687454
35,3078,5,10,0.09212826192378998,-0.24763701856136322,0.6253512501716614,0.004056467209011316,0.002698831260204315,0.23293639719486237,0.021257562562823296,6.902049790369347e-06,0.0024600408505648375,0.0007294138194993138,4.61910667581833e-06,0.11049843579530716
36,3080,6,5,-0.07865245640277863,-0.6788244247436523,2.1191563064348884e-06,0.0007196376682259142,0.00245652929879725,1.553397510178911e-06,0.06366460025310516,4.285588417474173e-08,0.7827850580215454,0.15036819875240326,2.861282588639824e-08,2.2288581931206863e-06
37,3080,6,6,0.12730352580547333,0.5552796721458435,0.2504742443561554,0.045071277767419815,0.2579614818096161,0.28078168630599976,0.006453991401940584,4.511689894570736e-06,0.00224998383782804,0.0015985958743840456,2.6673349111661082e-06,0.15540161728858948
38,3080,6,7,-0.20760221779346466,-0.669459342956543,0.06213654205203056,0.4707629084587097,0.30048781633377075,0.05795463174581528,0.01569639891386032,4.920733772451058e-05,0.03262658417224884,0.018754536285996437,2.5901279514073394e-05,0.04150563105940819
39,3080,6,8,0.5702160000801086,0.4859955906867981,0.17990395426750183,0.24931389093399048,0.05562533810734749,0.3421980142593384,0.01077294535934925,2.0292316548875533e-05,0.006349945906549692,0.0034065102227032185,1.9266726667410694e-05,0.15238988399505615
40,3080,6,9,0.31876277923583984,-0.5200603008270264,0.20032496750354767,0.024399273097515106,0.03847024217247963,0.07601683586835861,0.3393744230270386,0.00017069617751985788,0.1710619330406189,0.06766507029533386,0.00011794541933340952,0.08239854872226715
41,3080,6,10,0.10296480357646942,0.3965771794319153,0.5568365454673767,0.0028458822052925825,0.008279548957943916,0.27123117446899414,0.023341774940490723,4.9629957175056916e-06,0.003217499004676938,0.0014145293971523643,3.759909986911225e-06,0.13282424211502075
42,3081,7,5,-1.4775477647781372,0.8773978352546692,5.7253575505455956e-05,0.9869887828826904,0.012123236432671547,0.0001688586053205654,1.1441884453233797e-05,2.774919494186179e-07,0.00044832518324255943,0.00013671483611688018,1.7529328033560887e-07,6.506640056613833e-05
43,3081,7,6,0.877296507358551,-0.8719614148139954,4.308126517571509e-05,0.015033047646284103,0.004933374002575874,7.778892904752865e-05,0.22435274720191956,1.9446499663899885e-06,0.3941723108291626,0.36134272813796997,2.782826413749717e-06,4.0229366277344525e-05
44,3081,7,7,0.6118102669715881,0.49860650300979614,0.4337727427482605,0.02026047743856907,0.13719913363456726,0.165829136967659,0.055561166256666183,5.3324885811889544e-05,0.013564075343310833,0.009989173151552677,2.297726496180985e-05,0.1637476682662964
45,3081,7,8,-0.18060870468616486,-1.0970990657806396,0.28211018443107605,0.10532025247812271,0.14696486294269562,0.17774173617362976,0.05795886740088463,0.000147034355904907,0.04266408085823059,0.020612740889191628,9.111326653510332e-05,0.1663890779018402
46,3081,7,9,0.5614105463027954,0.40554171800613403,0.3663248121738434,0.044265225529670715,0.027872834354639053,0.2580533027648926,0.07766073942184448,4.798145164386369e-05,0.029099922627210617,0.012747395783662796,3.943720003007911e-05,0.18388840556144714
